,words,vectors,cluster,cluster_value,closeness_score,sentiment_coeff
207,wide_release,"[-0.02528929 -0.08645235  0.11572883 -0.09885559  0.13725777 -0.06348035
  0.01286369  0.02052216 -0.08060894  0.1659692   0.06675616  0.12118398
 -0.03878037 -0.07789134 -0.0410573  -0.13055998 -0.1426685  -0.0286862
  0.06575053  0.03152082  0.14411615  0.12941645  0.08658337 -0.10202203
  0.06698556 -0.11618423 -0.06176293  0.00591873 -0.14021021 -0.08463618
 -0.02524355  0.10111493  0.1343759   0.11299709  0.13453272  0.15507123
  0.06942112  0.02384285 -0.14761694  0.01249393 -0.02942894 -0.1017312
 -0.06112262 -0.09346233 -0.13456436  0.07873163  0.14510706 -0.07083319
 -0.08186987  0.03105964  0.03143134 -0.11028356 -0.12272876 -0.03196348
 -0.07776908  0.16651571  0.07486454 -0.00921086 -0.0117678  -0.07651947
 -0.13572754  0.15732537 -0.17089176  0.13213217 -0.08951157  0.087111
 -0.12888455  0.10370411 -0.08782648 -0.13540804 -0.01149568 -0.11292287
 -0.01923305 -0.1652782   0.01076697 -0.11192127  0.14526461  0.10884503
 -0.00104034  0.02242904 -0.13175617 -0.02138312 -0.06946406 -0.04142823
  0.13246578 -0.12637566  0.0934011  -0.01597224 -0.13348407 -0.07963477
  0.12741628  0.11561059  0.07462946  0.0840529   0.10326827  0.09149566
 -0.07286275  0.14622046 -0.13490604  0.1578457 ]",[1],-1,1.0151626399783282,-1.0151626399783282
208,interesting,"[-0.03466138  0.04461336  0.03127703  0.00583818  0.03699134 -0.06615523
  0.17074439 -0.0737206   0.1390359   0.02032917  0.13744776  0.00375075
  0.00532708  0.11855671  0.08090208  0.11257461 -0.14376307 -0.07552287
 -0.13248946 -0.13569966 -0.01913911 -0.12802954 -0.13235645 -0.10284764
 -0.14975518  0.07295151  0.10839272 -0.15993893 -0.05992801  0.12347773
  0.09435974  0.08600887 -0.1753428   0.17467286 -0.09262031 -0.05199073
  0.08953235  0.04218103 -0.07375178 -0.02434169 -0.01828857 -0.13423653
  0.07330804  0.00506934  0.17926109  0.07465094 -0.11718818 -0.0844284
  0.02988186  0.09252468 -0.10961393  0.13273998 -0.07565344  0.09493888
 -0.13016582 -0.07558733 -0.09090468  0.1637102  -0.1508987  -0.01391595
  0.16301192  0.03658781  0.06966478  0.13462031 -0.07232247 -0.07586261
 -0.13859648 -0.07543193 -0.00606164  0.16290621 -0.04287522  0.04225388
  0.05952382  0.10897326 -0.03638456  0.05975397  0.12136987 -0.13616662
  0.10553209 -0.17553656 -0.0345401  -0.05905639  0.06062172  0.02456107
 -0.01566247  0.07077203  0.13499096  0.11005624 -0.16771594 -0.05295823
 -0.0545362   0.17076235  0.06391257  0.03382639  0.11395067 -0.04679688
 -0.07771093 -0.11903303 -0.04644137  0.08951567]",[1],-1,1.0201214297009575,-1.0201214297009575
209,nice,"[-1.21119663e-01  5.16058095e-02 -6.63208142e-02 -2.26545706e-02
 -1.36942863e-01 -2.82774176e-02 -8.26281011e-02 -1.50759831e-01
  1.30225241e-01 -1.17047794e-01  1.53563052e-01  1.19849496e-01
 -1.19371042e-01 -6.40134439e-02  5.88869266e-02 -1.38284430e-01
  8.26576129e-02 -9.41982716e-02  9.23474319e-03 -9.43088904e-02
 -6.06033318e-02  1.07057825e-01 -1.61789581e-02  6.75995946e-02
 -1.62419826e-01 -1.53063223e-01  6.39836956e-03  1.08200938e-01
 -1.62296385e-01  1.46174669e-01  1.63666736e-02  1.64267451e-01
 -3.90871167e-02 -1.49948671e-01 -1.76885888e-01  6.62838202e-03
  1.39146641e-01  8.13459232e-02 -8.22978690e-02 -1.02443829e-01
 -1.25331640e-01  1.35466203e-01  1.44029275e-01 -1.08291417e-01
  8.12963769e-02  9.33384802e-03  2.20084116e-02  9.82618481e-02
 -7.85285830e-02  4.37999777e-02 -1.25863686e-01  6.38945785e-05
 -9.23232734e-02  5.05675152e-02 -1.41998753e-01  1.25828892e-01
  1.33356705e-01 -4.52215504e-03  1.42784536e-01 -1.58459961e-01
 -5.13015240e-02  1.46662682e-01  1.30302399e-01 -5.91722503e-02
  8.34347457e-02 -8.79521817e-02 -1.68883819e-02  7.77208880e-02
 -1.96871739e-02  3.88858318e-02  1.06637582e-01 -1.14871599e-02
 -4.88323085e-02  8.61643851e-02  5.68970591e-02 -1.93186365e-02
  1.32065788e-02 -2.39815563e-02 -1.23927571e-01 -1.03795297e-01
  1.07978366e-01  2.75824126e-02  1.69967189e-01 -3.31057124e-02
 -8.31701979e-02 -9.75833386e-02 -1.75781772e-01  2.39876118e-02
 -5.74013703e-02 -1.33154929e-01 -1.41822651e-01  3.47406305e-02
  1.55602455e-01 -6.77935360e-03  3.48327868e-02  1.15983605e-01
  6.56900778e-02 -6.19374886e-02 -5.79549838e-03  1.50175408e-01]",[1],-1,1.0073477062579386,-1.0073477062579386
210,price,"[ 0.16527334  0.0052326  -0.05106747 -0.03311033 -0.00799141  0.08731866
  0.12632145  0.01203684  0.0545164  -0.16035643 -0.08034318  0.13052414
 -0.13663283 -0.02425255  0.15186024 -0.11502191 -0.02930601  0.01521775
 -0.02096992 -0.0490844   0.11817823  0.09727496 -0.12829205 -0.11098255
  0.09081644  0.14421484 -0.1668898  -0.02647085  0.01155496 -0.03985777
  0.13335542 -0.02900634 -0.14418174 -0.04378749 -0.09471024  0.13982767
  0.01644747  0.10801622 -0.10245539  0.12592413  0.11758273  0.07577603
 -0.00023758 -0.00200957 -0.07942681 -0.02509763  0.05033793  0.16176364
  0.02830265 -0.01530723  0.13917582  0.06833191 -0.10336562  0.10539909
 -0.04065143  0.12260364  0.13834208  0.05835006 -0.0811849  -0.0451589
 -0.03780845 -0.01599092 -0.16838235  0.1111148   0.03351002 -0.00220225
 -0.13892111  0.13961375  0.14329939 -0.15838902 -0.03269207  0.12340772
 -0.00760235  0.03906474 -0.15421882  0.10817732 -0.02589755 -0.06290666
 -0.12216178  0.05825306 -0.12736516  0.09062942  0.07761043  0.15308133
  0.10964169  0.1673995   0.09276339 -0.02720526  0.10538102 -0.04502742
  0.0422999   0.14362718 -0.08606128  0.16778432  0.12148032  0.11712845
  0.08361803  0.12249054 -0.14298469  0.11976971]",[1],-1,1.0196913124882918,-1.0196913124882918
211,rise,"[-0.01827172  0.01670745  0.13648129  0.06000414  0.02527589  0.06314041
  0.00584017  0.08006824 -0.03768736  0.01824411  0.04109759 -0.13834581
 -0.1243568   0.0953811   0.04978468 -0.00035428  0.01646386 -0.15234633
 -0.06381875  0.0358662  -0.10483071 -0.01782526  0.1471734   0.05752621
  0.07654971 -0.13581508  0.02403283 -0.04164292 -0.12511832  0.13006628
 -0.0525678   0.02069676  0.15781583 -0.1236101  -0.05654197  0.11243495
  0.14991078  0.12546173 -0.00154979  0.14356881  0.134759    0.13282825
  0.08467878 -0.10031468 -0.06068651  0.09349233 -0.06173711  0.10056792
  0.12392357 -0.0397101  -0.14961897 -0.16189131  0.1062209  -0.07749339
  0.14758806  0.15514694 -0.07487229 -0.13471687 -0.1364485   0.15281115
  0.07407042 -0.10823682  0.07644454 -0.14336163 -0.07054541 -0.08812512
  0.09957946 -0.11929923 -0.08952074 -0.07589523  0.15568365 -0.08767463
  0.14442244 -0.0945202   0.13422905 -0.00570367  0.00492942  0.01564346
 -0.08283762 -0.14125462 -0.05404302  0.05733573  0.13517746 -0.11026897
 -0.00131769  0.12460215  0.12957026 -0.13789062  0.11107411  0.10424404
  0.05358224  0.06882508 -0.00480768  0.13715746 -0.12564206 -0.12802446
 -0.04090035 -0.13612176 -0.05061239  0.08165313]",[0],1,1.0098520027197808,1.0098520027197808
212,environment,"[ 0.06852657  0.03302684 -0.09790932 -0.04500923 -0.07210364 -0.14718717
 -0.10618462 -0.14767018  0.01069029 -0.00216302  0.00236105 -0.03726609
 -0.04401896 -0.11756895 -0.08129849 -0.14684854 -0.06467031 -0.13096929
 -0.08194341  0.01480036  0.07716565 -0.04861087  0.13305202  0.13699469
  0.16019359 -0.06050345 -0.11797351 -0.15428159 -0.0959074  -0.07745447
  0.12056682 -0.05788442 -0.09161089  0.0519523   0.1469517  -0.02893009
  0.08884224 -0.1406734   0.0618299  -0.13839488  0.15442514  0.0052218
 -0.13912901  0.10281343 -0.05018643  0.05306406 -0.07909764  0.02010646
  0.01269467  0.02183187  0.01506284  0.08006923 -0.00886194  0.13159676
 -0.14606409  0.11283849  0.16591403  0.13649216 -0.05359736  0.09369834
  0.15798317 -0.07236892  0.00052262 -0.03099866 -0.10953699  0.08549847
 -0.06621282 -0.12861958 -0.13828903 -0.15312953 -0.09733941  0.11483204
 -0.06248328 -0.03407199  0.11898234  0.08363564 -0.14129676  0.06240478
 -0.16029085  0.11792529 -0.15646896  0.16500579 -0.02832649 -0.07803448
 -0.09595162 -0.00699411 -0.15334874  0.01654783 -0.05014535  0.10237382
  0.0871419   0.1461185  -0.15219614 -0.07368814  0.02525544  0.01659995
 -0.06440472  0.15509534 -0.06978381 -0.12259869]",[1],-1,1.0166449888627802,-1.0166449888627802
213,california,"[-0.05201118  0.0690726   0.07218293  0.04287317  0.13496259  0.05598161
  0.1065729   0.10649392 -0.16367018  0.15489475 -0.03005457 -0.09600843
 -0.14309165  0.05309499 -0.065124    0.17221208  0.17827703  0.10384697
  0.01467714  0.01231231 -0.16838013  0.17610344  0.12378047 -0.15578912
 -0.11546653  0.09549423 -0.00623091 -0.10100133  0.05214457 -0.16627361
  0.11251371  0.05452203  0.05272616  0.13968213  0.04138921 -0.11413931
  0.02342889 -0.05214022 -0.10126074  0.09177407  0.0016552  -0.00289309
 -0.07762495  0.0300877  -0.04395323  0.06426393 -0.00178125 -0.02504919
 -0.01531018  0.16547474  0.16189006  0.04743703  0.08849652 -0.02683073
 -0.06213935  0.16042534  0.09045408 -0.15226357  0.14106664  0.11555479
  0.09615398 -0.15007725 -0.00578063 -0.1735919  -0.00751148 -0.09740427
  0.06791197 -0.16455397 -0.05203743 -0.14127155 -0.03856723 -0.10079792
 -0.00341699 -0.04469167 -0.04913484  0.12929471 -0.04377868  0.13969393
 -0.12022921  0.07782888 -0.02484086 -0.03031234 -0.02405208  0.03855632
 -0.0553077   0.10759816  0.09370661 -0.05605971 -0.01696451  0.09287184
  0.17358732 -0.0314369   0.15845239 -0.12968776  0.13271004  0.00636744
  0.08045022  0.15449761 -0.07204337  0.07368018]",[0],1,1.004100221062589,1.004100221062589
214,sustainable_energy,"[-0.14690658  0.05540738 -0.06368793 -0.12227202 -0.08064481 -0.02011361
  0.16196027 -0.08541656 -0.16781642 -0.02791897  0.03299662  0.06051378
 -0.10315398 -0.14825548  0.16723038  0.07934029 -0.0994742   0.10519232
 -0.0712517   0.00929238 -0.09877586 -0.0846505   0.04564434 -0.08022763
 -0.08441751  0.10086265  0.01569695  0.02000442 -0.15747374 -0.13692027
 -0.07045515  0.11650806  0.11441787 -0.01037929 -0.00769008 -0.01904064
  0.04174661  0.1479901  -0.05947262 -0.1627771  -0.01980934  0.0808386
 -0.16198009 -0.12046657  0.15708183  0.12648708 -0.09303387 -0.04289412
 -0.09513593 -0.03923741  0.13839139 -0.0411341   0.13184598 -0.0825076
 -0.05335463  0.05588083  0.04085879  0.10239714 -0.04777844  0.13003285
  0.09102287  0.04472122  0.04356661  0.13156177 -0.02066404  0.12466633
 -0.1635997   0.07311546 -0.07860015  0.03246697  0.08295856 -0.02828413
  0.06639945 -0.05486277 -0.02805927  0.1729276   0.00310376 -0.15744513
 -0.13634655  0.11825318 -0.01625593 -0.14886904 -0.02865834 -0.07454486
 -0.17231438 -0.13392717 -0.1221553  -0.0807613  -0.09166227  0.01226575
  0.10943324 -0.08870792  0.11285882 -0.1307875   0.16821294 -0.01381883
  0.15392123  0.02721964 -0.08163921  0.14485547]",[1],-1,1.0110329330528969,-1.0110329330528969
215,thing,"[-0.05805519 -0.10950693  0.08093335  0.06645757  0.02275097 -0.1291913
  0.09949502  0.10037795 -0.06672848 -0.1545106   0.08287057  0.01270501
 -0.09547623  0.10891315 -0.04843069 -0.07333086 -0.11584426 -0.13844518
 -0.14119746  0.01833676 -0.01373323 -0.0770532  -0.08965117 -0.00957858
  0.08865324  0.14436142 -0.11846887 -0.08428925  0.01764899  0.1130062
 -0.1207422   0.02885264 -0.01703005  0.16337453  0.1113274   0.01813908
  0.09753072  0.01035578  0.01679009 -0.13458268  0.16351688  0.09054407
 -0.10890346  0.15275338 -0.02565796 -0.16978644 -0.13677287  0.00166889
 -0.15427373 -0.14770131  0.01210671 -0.17767365 -0.01725763 -0.14977486
 -0.04692177  0.1579638  -0.03985988 -0.08597623  0.04699219 -0.0728153
  0.12518683  0.08180247 -0.15691343 -0.08606665 -0.09682351  0.05152267
  0.03463783  0.07351041 -0.102333    0.05989001 -0.13224898 -0.08261693
  0.0428193  -0.14178106  0.01449603  0.0623689   0.1579088  -0.08795873
 -0.05542795  0.16518268  0.07101446  0.06796461  0.05742838  0.03624565
  0.08441979 -0.03858199  0.03656787 -0.00608346  0.1162496  -0.13122928
  0.11607951 -0.00773072 -0.16657127 -0.12135159  0.11333463 -0.1011548
  0.08807365  0.1617885   0.07140449 -0.15381226]",[1],-1,1.0253583053831783,-1.0253583053831783
216,optimus,"[-0.07010033 -0.14012541  0.15052354 -0.08629554 -0.10211629  0.09648831
 -0.11248306  0.04188479  0.06444375  0.15223931  0.11916175  0.0631438
  0.04992146 -0.11560599 -0.07510944 -0.13215663 -0.0533257   0.08281241
 -0.04154094  0.01527725 -0.14592141  0.12428754  0.12479897  0.10522857
  0.04353117  0.00052269 -0.04571667  0.03279672 -0.03854296  0.08541927
  0.08114108 -0.10134352  0.02975471 -0.14590092 -0.09676208 -0.16227718
  0.03374472 -0.10259939 -0.00023762 -0.10018198  0.16140543 -0.10854004
  0.1252298   0.01055743  0.13461408  0.09902796  0.11095285  0.00478449
  0.0385143  -0.07340688 -0.09645896  0.11248682  0.14509146 -0.06913906
  0.10209714 -0.04378502 -0.13752803 -0.10524187  0.03104232 -0.07786059
 -0.1142216  -0.16070488  0.04976576  0.07806686  0.0657439  -0.15617996
  0.05669371 -0.02089024 -0.12863347  0.02121584 -0.15979496 -0.03836557
  0.02730925  0.11660238  0.10218017 -0.03559402  0.0252938  -0.07019947
 -0.03425996  0.13513139 -0.06048441 -0.01848788 -0.16135325  0.14933561
 -0.13024132  0.05978257 -0.15633243  0.028163   -0.1434913  -0.06045455
  0.12253339 -0.00626425 -0.0679768  -0.15819588 -0.12868543  0.1680895
 -0.11587872  0.15740615  0.12311556 -0.05838623]",[0],1,1.0188581286501739,1.0188581286501739
217,something,"[-0.05342779 -0.05453215  0.1423956   0.03445031  0.16964091  0.09483106
 -0.06493117 -0.02721261  0.02078065  0.02481761  0.09191128 -0.1319405
 -0.18463972 -0.1852737  -0.12370956 -0.10330362 -0.16754873  0.00193172
 -0.05913189  0.05198918  0.11106934 -0.04380933  0.05903879  0.05699688
  0.09670769  0.17603345  0.07932477  0.02036465  0.04549886 -0.01558657
 -0.13131113  0.00326172  0.08173351 -0.12766969  0.08489161 -0.03705014
  0.05417796 -0.05277323 -0.11753882 -0.14519027 -0.00026207 -0.08809126
 -0.03249191  0.06486405 -0.10992494 -0.01588536 -0.16361454  0.09633911
  0.18218969 -0.09854305 -0.02205022 -0.1735885   0.07712569 -0.11284584
  0.01125901 -0.04857004 -0.08216085 -0.14497948  0.13556224  0.05308115
  0.03638409 -0.011138   -0.1400132  -0.03101425  0.10507523 -0.04778327
  0.16337241  0.14403623  0.10602824  0.08829548  0.06432391  0.0948055
  0.002106    0.09705922 -0.0476343  -0.08768219 -0.15645021 -0.07347651
  0.09047691 -0.13789435  0.08632288 -0.09015758 -0.12256717 -0.09610008
  0.1615601   0.07614624  0.03616345 -0.06700711  0.11111622  0.03043374
  0.12976046  0.04356296 -0.16639364 -0.1757447   0.09040528  0.10493086
  0.09422094  0.00633689  0.08500677 -0.12133395]",[0],1,1.0072070860964,1.0072070860964
218,around,"[-1.01790622e-01  5.49203455e-02 -1.39247343e-01 -4.19994555e-02
 -1.31033361e-01 -1.49267107e-01 -1.28491625e-01 -1.50624305e-01
 -1.10787630e-01  1.57878771e-02  9.26542357e-02  2.65615620e-02
  1.46086767e-01  7.59178549e-02  7.67107531e-02 -9.94219035e-02
  7.76061734e-06  1.79028735e-02  7.19471574e-02 -2.98390305e-03
 -6.92968443e-02 -5.87677471e-02  1.40594885e-01  8.37287232e-02
 -8.55492949e-02  4.56145033e-02 -1.31678386e-02  1.59758329e-01
  1.62823781e-01 -6.35688305e-02  6.69054613e-02  7.42995590e-02
  1.31515324e-01  3.73197384e-02 -1.18290044e-01 -1.21383585e-01
 -1.62758261e-01 -9.33748260e-02  1.68166663e-02  1.64071530e-01
 -1.25437662e-01  5.75801991e-02  1.09998368e-01 -4.66250628e-02
 -5.90999089e-02 -1.18886530e-01 -5.51289171e-02 -8.43552873e-02
  1.32975712e-01  6.28701746e-02  9.89620537e-02 -6.35394230e-02
 -8.23684111e-02 -1.35557689e-02 -2.16683634e-02  1.64132506e-01
 -6.58336729e-02  1.50836334e-01 -7.81594813e-02  1.60851315e-01
  1.63323984e-01 -8.70992318e-02  1.44959297e-02 -1.04691103e-01
 -1.60688788e-01 -6.68140948e-02 -1.25002787e-01 -5.26746362e-02
 -8.85401592e-02 -2.45485138e-02  9.31541473e-02  1.60403609e-01
  1.63125515e-01  3.55637521e-02  1.41918674e-01 -1.10861845e-01
  5.60773313e-02  2.80064661e-02 -1.54994056e-01  1.29870936e-01
 -7.47090653e-02 -1.02605991e-01 -2.83157453e-02 -9.62564424e-02
 -7.23795146e-02 -1.13968514e-02 -9.31156054e-02  3.49684767e-02
  1.27808928e-01  3.93700972e-02 -1.22119449e-01  5.05949967e-02
  1.58620998e-01  1.27876163e-01  6.04934171e-02 -3.21667246e-03
 -1.11833014e-01 -9.09557939e-02 -1.21129371e-01 -8.11422393e-02]",[1],-1,1.003867241598444,-1.003867241598444
219,demand,"[-0.05023427 -0.10111911  0.1140926   0.01942307 -0.04859452  0.10630629
  0.00157378  0.02036165  0.15797059 -0.16319299 -0.10526989 -0.16849399
  0.11596262 -0.15504134 -0.07686493 -0.02361124  0.02166419  0.02884967
 -0.00283229 -0.03157456 -0.036629    0.12264188 -0.02827974  0.11375767
  0.05026786 -0.08221951 -0.12614389  0.05686916 -0.00068674 -0.04735114
  0.15465847 -0.03957599  0.00863014  0.09475099  0.05781743 -0.15879469
 -0.16758075 -0.09531989 -0.16357031 -0.01188132  0.04049693  0.12772581
 -0.02910878  0.06505838  0.00373989  0.09940089 -0.1329043   0.14081645
  0.0752468   0.09602779  0.14805491 -0.01009433  0.15686364 -0.08844061
  0.06128527 -0.13476014 -0.10190196 -0.04656846 -0.04549589 -0.0829545
  0.13091962  0.13796474  0.04188554  0.01108338 -0.14775693  0.1581121
 -0.03590829 -0.09976051  0.11018176 -0.00351419 -0.06553771  0.11588424
  0.15789777  0.00599549 -0.07125139  0.15801702 -0.00699662 -0.10963937
 -0.03140095  0.03763852  0.04952668  0.16677931 -0.16534422 -0.13541226
  0.05162096  0.03697987  0.0462256  -0.08566315 -0.01690017  0.1731507
 -0.02683107 -0.16631144  0.17012452 -0.17227973  0.14348483  0.03298932
 -0.10674427 -0.12314699  0.02645295 -0.01352943]",[1],-1,1.014513522422721,-1.014513522422721
220,progress,"[ 0.16768105  0.15434612  0.13915128  0.04294034  0.10587896 -0.07059226
 -0.02387027 -0.06296143 -0.14371538 -0.046295    0.04436209 -0.05162007
 -0.11188985  0.08913943 -0.03293192  0.00681968  0.12796435  0.13263023
 -0.07036445 -0.09446313  0.06849165  0.10194697  0.099144   -0.07946974
 -0.02446867  0.00753448 -0.14470063  0.04027103 -0.17217973 -0.00295941
  0.05476435  0.00971018 -0.0934848  -0.03318376  0.0633985   0.07175472
 -0.13207586 -0.01340451 -0.02637734 -0.10071618 -0.03124971  0.17022252
  0.16859181  0.12467366  0.08380926 -0.14689685 -0.11760018 -0.07158481
  0.07909372  0.04661408  0.0049714   0.01609294 -0.03526224 -0.10477843
 -0.00975316 -0.05843651 -0.04860311 -0.10312893 -0.16091722 -0.15402566
  0.00543957  0.1460922  -0.15206917 -0.0347029   0.14484327 -0.1495679
 -0.12372611 -0.0150452   0.00347705 -0.00296812 -0.16268167  0.08772101
  0.15282103  0.00664758  0.09874289  0.06194232  0.06783561 -0.12339637
  0.06343906  0.03549664  0.13088356 -0.01050271 -0.16740817  0.10696126
  0.15192287  0.16865945 -0.13312615  0.02871775 -0.15024559 -0.05190387
 -0.13421936 -0.10992488 -0.01511133 -0.15310039  0.09561127 -0.14997073
 -0.00798095 -0.07202417 -0.1365821   0.06195979]",[1],-1,1.0114015592780314,-1.0114015592780314
221,starbase,"[ 0.0012785   0.05996428 -0.14230111 -0.11508725 -0.06810603 -0.13522093
 -0.11244176  0.06591662  0.15103897 -0.15280852 -0.01980921  0.12653655
  0.04013627  0.03993332  0.13121746 -0.01818482  0.036664    0.07640386
  0.09701982 -0.09788009 -0.03041532  0.04715068 -0.05103267  0.15984525
  0.15219995 -0.12953345 -0.02396255 -0.02013669  0.03375707 -0.03092672
  0.06618945  0.15279487  0.04288622  0.16937794 -0.04849086  0.03264814
 -0.15943797 -0.08929565 -0.06313964  0.04858297 -0.10422469 -0.14503317
  0.07854335 -0.07311772 -0.0664335  -0.04083908 -0.11102015  0.13851815
 -0.14921327 -0.01644965  0.17550597  0.07032892  0.16155982  0.12995653
 -0.00514235 -0.04961525  0.07517598 -0.02756348 -0.00983263 -0.09086012
  0.07008746 -0.09639511 -0.08673456  0.03533142 -0.16526982  0.15330945
  0.02273747  0.0036184  -0.02615236 -0.14492872 -0.1223757  -0.050134
  0.00358676  0.00722408 -0.16648284  0.15580063  0.00806314  0.15622437
 -0.1351316  -0.03943216  0.1553755  -0.09621836  0.10240395  0.16179244
 -0.15146948  0.0610625   0.00250131 -0.14569359 -0.07624224 -0.04012882
 -0.16690004 -0.00067757 -0.00136993 -0.02007899  0.10497665 -0.15491074
  0.04297825 -0.1116641   0.15002927 -0.05380386]",[1],-1,1.022308559617792,-1.022308559617792
222,moving,"[-0.05374387 -0.14427273  0.16359541 -0.01969708  0.12826467 -0.04943983
 -0.15886533 -0.16681273  0.01283191  0.1063914   0.11846291 -0.08171064
  0.09961319  0.12348934 -0.14945026 -0.12853591 -0.15787274 -0.05053371
  0.06572091  0.12813246  0.02193872 -0.0739532   0.04610273 -0.05232047
  0.15224677 -0.04372881 -0.10739236 -0.16235067  0.11874278 -0.16427892
 -0.07859166  0.12283337  0.05202638  0.17529333 -0.07874098 -0.07814769
 -0.1583205   0.15305747 -0.15173261 -0.02134582 -0.11729656  0.09768982
  0.00582884 -0.07558913  0.02854346  0.01915206 -0.09114901 -0.04286252
  0.0653301  -0.13594623  0.11360331 -0.03744112 -0.09900815  0.07213539
 -0.01260718 -0.08177286  0.14212973  0.04006303  0.00804146  0.0933763
  0.01255726 -0.0574436  -0.08305675  0.08648644 -0.12070465 -0.17025016
 -0.10447688  0.11494621  0.02771761 -0.16551898 -0.03140727 -0.1520362
  0.10089777 -0.01248817 -0.12053183 -0.04488961 -0.04548323  0.14138137
 -0.05023118  0.0497015   0.05196137  0.03457464 -0.09503698 -0.10950185
 -0.05788391 -0.06875064 -0.10030746  0.08642194 -0.02111403 -0.12065233
 -0.04445254  0.06906107  0.07326899 -0.02366403 -0.01627867 -0.10891126
 -0.13893218  0.14624654  0.11713312 -0.112064  ]",[1],-1,0.9984936960114551,-0.9984936960114551
223,friends,"[-0.14681025 -0.11200318 -0.09207884  0.1359834  -0.02955109  0.0864633
  0.06706006  0.11070292 -0.09637003 -0.13028963  0.03733907 -0.12249179
  0.1101154  -0.09161392 -0.16839439  0.05833905 -0.16469483  0.01946018
 -0.07162554  0.0075291   0.11785613 -0.07440278  0.11071625 -0.0686539
 -0.04245863 -0.1018358  -0.05469622  0.1542842  -0.14727241 -0.06394244
 -0.02087248 -0.01156011  0.08804266 -0.17076114  0.12050971  0.03290516
 -0.07642835 -0.1586802  -0.16264778  0.11462747  0.17241357  0.01482366
  0.00486748 -0.1128082   0.04692078 -0.14400984  0.1601688   0.05160205
 -0.01418657  0.04723344  0.01107513 -0.16718227 -0.01480649 -0.05909324
 -0.00923606 -0.03607783 -0.10126714 -0.05598043 -0.14436492 -0.05814759
 -0.08563789 -0.16826834 -0.12159421  0.05667895 -0.16595149  0.11735095
  0.11500035 -0.15811953 -0.14174499  0.07866627 -0.05159158 -0.00462948
 -0.02321706  0.07560965 -0.17021707  0.14014468  0.1380371   0.11393087
  0.13831517  0.08528675 -0.04173335 -0.02008135 -0.12341382 -0.04377181
  0.04032829  0.0758608   0.0096907   0.08832336 -0.06380969 -0.0888318
 -0.05983584 -0.0323495  -0.02981519  0.08831596  0.16527775  0.01854976
 -0.05321893  0.06152046 -0.01240964 -0.15638317]",[1],-1,1.0166817359946894,-1.0166817359946894
224,hit,"[-0.13374613 -0.1383074  -0.06609318  0.12941526  0.12500243 -0.05091505
  0.1098932  -0.14243315  0.12316024 -0.14421983 -0.09351397  0.01757156
 -0.16545187 -0.11321448  0.03962373 -0.09809729 -0.05480505  0.01022776
  0.0636096  -0.13514657  0.04274929 -0.10896102 -0.1493495   0.06647869
 -0.15834191 -0.16234583  0.1115207   0.03023033 -0.13629843  0.11606142
  0.03074156 -0.16106595  0.00373619 -0.05598474  0.09756435 -0.0845647
 -0.05595805 -0.03466833  0.08386802 -0.15053275  0.00562936 -0.12738329
 -0.00821783  0.08319334  0.13560747 -0.07772072  0.04259042  0.1498653
  0.07187903  0.08851544 -0.07254998 -0.05740795 -0.15391411 -0.06878325
  0.0454375   0.10446551  0.14810735 -0.14052837  0.07154697 -0.0204396
 -0.06202625  0.04829975  0.0281789   0.11186934 -0.04229487  0.13298674
 -0.08030538 -0.02756663  0.15569817  0.13671613 -0.01037809  0.10042761
  0.08836616  0.14537542  0.14911227  0.05277245 -0.04419094  0.02089552
 -0.09357366 -0.15855864  0.13607779 -0.01799231 -0.16116306  0.07738574
  0.11246247  0.08622852 -0.01470267  0.08722758  0.13943551  0.10737596
 -0.15017559  0.01529107 -0.02526481  0.13440755 -0.05300233  0.07165299
 -0.0768528   0.09637347 -0.01732563  0.07202349]",[1],-1,1.011754163825956,-1.011754163825956
225,blue,"[-0.07866586 -0.02007557  0.13119568  0.08534481 -0.10659712  0.00355051
 -0.12982751  0.07534942  0.04007355  0.13234253 -0.00045089  0.02166019
 -0.16545017 -0.03138103  0.036082    0.01650938  0.03746121 -0.10631714
  0.03440246  0.02130283 -0.10847884 -0.01160527 -0.12022293 -0.07565404
  0.15801732 -0.15139608  0.06439904 -0.10994041 -0.11443875 -0.16277097
 -0.10126702 -0.0022327   0.08723765  0.05771096  0.12179618 -0.02362362
  0.04927162 -0.05851835  0.1546038  -0.04483663  0.06726022  0.10479471
 -0.15151687  0.02155701  0.05614331  0.03391667  0.09195681 -0.11812554
  0.06950496 -0.12170976  0.100516    0.03977765 -0.1533742  -0.14365691
 -0.15934859  0.14690262 -0.07558056 -0.09211596 -0.0251072  -0.11569948
 -0.16728093 -0.15050793  0.10512715  0.15262283  0.12871173  0.02846436
  0.08069255  0.12385783 -0.06297416 -0.16069579  0.01113345  0.08958531
  0.01930089  0.03734779 -0.1366209   0.02160323 -0.09224128 -0.1455273
 -0.04587127  0.15062298  0.07329048 -0.14271313  0.16367307 -0.13277504
  0.11994478  0.04210982 -0.02220288  0.12441647 -0.07883672 -0.01799655
  0.14076649 -0.10125073 -0.06307017 -0.11480622 -0.09331895  0.09062076
  0.01202234 -0.12576905  0.15417157 -0.02088841]",[0],1,1.015017276400587,1.015017276400587
